train_corpus;test_corpus;features;true_index;pred_index;count;norm_value
myUSP;myUSP;combined_05;1;1;31.04;0.97
myUSP;myUSP;sep_05_raw;0;0;9.41;0.6273333333333332
myUSP;myUSP;sep_05_raw;0;1;5.59;0.3726666666666663
myUSP;myUSP;sep_05_raw;1;0;0.72;0.0225
myUSP;myUSP;sep_05_raw;1;1;31.28;0.9775
myUSP;myUSP;sep_05_a01;0;0;10.46;0.697333333333333
myUSP;myUSP;sep_05_a01;0;1;4.54;0.3026666666666663
myUSP;myUSP;sep_05_a01;1;0;0.97;0.0303125
myUSP;myUSP;sep_05_a01;1;1;31.03;0.9696875
myUSP;myUSP;sep_05_a02;0;0;10.87;0.7246666666666663
myUSP;myUSP;sep_05_a02;0;1;4.13;0.275333333333333
myUSP;myUSP;sep_05_a02;1;0;1.33;0.0415625
myUSP;myUSP;sep_05_a02;1;1;30.67;0.9584375
myUSP;myUSP;spectral_06;0;0;11.45;0.7633333333333329
myUSP;myUSP;spectral_06;0;1;3.55;0.23666666666666644
myUSP;myUSP;spectral_06;1;0;1.34;0.041875
myUSP;myUSP;spectral_06;1;1;30.66;0.958125
myUSP;myUSP;combined_06;0;0;11.32;0.7546666666666662
myUSP;myUSP;combined_06;0;1;3.68;0.24533333333333313
myUSP;myUSP;combined_06;1;0;0.84;0.02625
myUSP;myUSP;combined_06;1;1;31.16;0.97375
myUSP;myUSP;sep_06_raw;0;0;9.85;0.6566666666666666
myUSP;myUSP;sep_06_raw;0;1;5.15;0.3433333333333329
myUSP;myUSP;sep_06_raw;1;0;0.66;0.020625
myUSP;myUSP;sep_06_raw;1;1;31.34;0.979375
myUSP;myUSP;sep_06_a01;0;0;11.18;0.7453333333333326
myUSP;myUSP;sep_06_a01;0;1;3.82;0.2546666666666664
myUSP;myUSP;sep_06_a01;1;0;0.94;0.029375
myUSP;myUSP;sep_06_a01;1;1;31.06;0.970625
myUSP;myUSP;sep_06_a02;0;0;11.07;0.7379999999999995
myUSP;myUSP;sep_06_a02;0;1;3.93;0.2619999999999998
myUSP;myUSP;sep_06_a02;1;0;1.16;0.03625
myUSP;myUSP;sep_06_a02;1;1;30.84;0.96375
myUSP;myUSP;spectral_07;0;0;11.87;0.7913333333333327
myUSP;myUSP;spectral_07;0;1;3.13;0.20866666666666644
myUSP;myUSP;spectral_07;1;0;0.62;0.019375
myUSP;myUSP;spectral_07;1;1;31.38;0.980625
myUSP;myUSP;combined_07;0;0;11.72;0.7813333333333329
myUSP;myUSP;combined_07;0;1;3.28;0.21866666666666654
myUSP;myUSP;combined_07;1;0;0.83;0.0259375
myUSP;myUSP;combined_07;1;1;31.17;0.9740625
myUSP;myUSP;sep_07_raw;0;0;10.54;0.7026666666666666
myUSP;myUSP;sep_07_raw;0;1;4.46;0.297333333333333
myUSP;myUSP;sep_07_raw;1;0;0.42;0.013125
myUSP;myUSP;sep_07_raw;1;1;31.58;0.986875
myUSP;myUSP;sep_07_a01;0;0;11.87;0.791333333333333
myUSP;myUSP;sep_07_a01;0;1;3.13;0.20866666666666653
myUSP;myUSP;sep_07_a01;1;0;0.38;0.011875
myUSP;myUSP;sep_07_a01;1;1;31.62;0.988125
myUSP;myUSP;sep_07_a02;0;0;11.45;0.7633333333333325
myUSP;myUSP;sep_07_a02;0;1;3.55;0.2366666666666664
myUSP;myUSP;sep_07_a02;1;0;0.69;0.0215625
myUSP;myUSP;sep_07_a02;1;1;31.31;0.9784375
myUSP;myUSP;spectral_08;0;0;11.85;0.7899999999999995
myUSP;myUSP;spectral_08;0;1;3.15;0.20999999999999985
myUSP;myUSP;spectral_08;1;0;0.32;0.01
myUSP;myUSP;spectral_08;1;1;31.68;0.99
myUSP;myUSP;combined_08;0;0;11.66;0.7773333333333327
myUSP;myUSP;combined_08;0;1;3.34;0.2226666666666664
myUSP;myUSP;combined_08;1;0;0.45;0.0140625
myUSP;myUSP;combined_08;1;1;31.55;0.9859375
myUSP;myUSP;sep_08_raw;0;0;10.69;0.7126666666666663
myUSP;myUSP;sep_08_raw;0;1;4.31;0.287333333333333
myUSP;myUSP;sep_08_raw;1;0;0.34;0.010625
myUSP;myUSP;sep_08_raw;1;1;31.66;0.989375
myUSP;myUSP;sep_08_a01;0;0;11.79;0.7859999999999995
myUSP;myUSP;sep_08_a01;0;1;3.21;0.21399999999999986
myUSP;myUSP;sep_08_a01;1;0;0.3;0.009375
myUSP;myUSP;sep_08_a01;1;1;31.7;0.990625
myUSP;myUSP;sep_08_a02;0;0;11.33;0.7553333333333327
myUSP;myUSP;sep_08_a02;0;1;3.67;0.24466666666666648
myUSP;myUSP;sep_08_a02;1;0;0.64;0.02
myUSP;myUSP;sep_08_a02;1;1;31.36;0.98
myUSP;myUSP;spectral_09;0;0;11.59;0.7726666666666661
myUSP;myUSP;spectral_09;0;1;3.41;0.22733333333333305
myUSP;myUSP;spectral_09;1;0;0.1;0.003125
myUSP;myUSP;spectral_09;1;1;31.9;0.996875
myUSP;myUSP;combined_09;0;0;11.36;0.7573333333333332
myUSP;myUSP;combined_09;0;1;3.64;0.24266666666666645
myUSP;myUSP;combined_09;1;0;0.27;0.0084375
myUSP;myUSP;combined_09;1;1;31.73;0.9915625
myUSP;myUSP;sep_09_raw;0;0;10.82;0.7213333333333329
myUSP;myUSP;sep_09_raw;0;1;4.18;0.2786666666666664
myUSP;myUSP;sep_09_raw;1;0;0.25;0.0078125
myUSP;myUSP;sep_09_raw;1;1;31.75;0.9921875
myUSP;myUSP;sep_09_a01;0;0;11.52;0.7679999999999996
myUSP;myUSP;sep_09_a01;0;1;3.48;0.2319999999999997
myUSP;myUSP;sep_09_a01;1;0;0.11;0.0034375
myUSP;myUSP;sep_09_a01;1;1;31.89;0.9965625
myUSP;myUSP;sep_09_a02;0;0;11.16;0.7439999999999994
myUSP;myUSP;sep_09_a02;0;1;3.84;0.2559999999999997
myUSP;myUSP;sep_09_a02;1;0;0.57;0.0178125
myUSP;myUSP;sep_09_a02;1;1;31.43;0.9821875
myUSP;myUSP;spectral_10;0;0;11.4;0.7599999999999996
myUSP;myUSP;spectral_10;0;1;3.6;0.23999999999999974
myUSP;myUSP;spectral_10;1;0;0.04;0.00125
myUSP;myUSP;spectral_10;1;1;31.96;0.99875
myUSP;myUSP;combined_10;0;0;10.67;0.7113333333333334
myUSP;myUSP;combined_10;0;1;4.33;0.28866666666666635
myUSP;myUSP;combined_10;1;0;0.29;0.0090625
myUSP;myUSP;combined_10;1;1;31.71;0.9909375
myUSP;myUSP;sep_10_raw;0;0;10.67;0.7113333333333329
myUSP;myUSP;sep_10_raw;0;1;4.33;0.2886666666666663
myUSP;myUSP;sep_10_raw;1;0;0.18;0.005625
myUSP;myUSP;sep_10_raw;1;1;31.82;0.994375
myUSP;myUSP;sep_10_a01;0;0;11.35;0.7566666666666658
myUSP;myUSP;sep_10_a01;0;1;3.65;0.2433333333333331
myUSP;myUSP;sep_10_a01;1;0;0.06;0.001875
myUSP;myUSP;sep_10_a01;1;1;31.94;0.998125
myUSP;myUSP;sep_10_a02;0;0;10.97;0.7313333333333327
myUSP;myUSP;sep_10_a02;0;1;4.03;0.26866666666666633
myUSP;myUSP;sep_10_a02;1;0;0.53;0.0165625
myUSP;myUSP;sep_10_a02;1;1;31.47;0.9834375
myUSP;myUSP;spectral_11;0;0;10.65;0.7099999999999995
myUSP;myUSP;spectral_11;0;1;4.35;0.2899999999999997
myUSP;myUSP;spectral_11;1;0;0.0;0.0
myUSP;myUSP;spectral_11;1;1;32.0;1.0
myUSP;myUSP;combined_11;0;0;10.0;0.6666666666666664
myUSP;myUSP;combined_11;0;1;5.0;0.3333333333333329
myUSP;myUSP;combined_11;1;0;0.2;0.00625
myUSP;myUSP;combined_11;1;1;31.8;0.99375
myUSP;myUSP;sep_11_raw;0;0;10.25;0.6833333333333331
myUSP;myUSP;sep_11_raw;0;1;4.75;0.31666666666666626
myUSP;myUSP;sep_11_raw;1;0;0.14;0.004375
myUSP;myUSP;sep_11_raw;1;1;31.86;0.995625
myUSP;myUSP;sep_11_a01;0;0;10.61;0.7073333333333329
myUSP;myUSP;sep_11_a01;0;1;4.39;0.29266666666666635
myUSP;myUSP;sep_11_a01;1;0;0.02;0.000625
myUSP;myUSP;sep_11_a01;1;1;31.98;0.999375
myUSP;myUSP;sep_11_a02;0;0;10.48;0.6986666666666664
myUSP;myUSP;sep_11_a02;0;1;4.52;0.30133333333333295
myUSP;myUSP;sep_11_a02;1;0;0.32;0.01
myUSP;myUSP;sep_11_a02;1;1;31.68;0.99
myUSP;myUSP;spectral_12;0;0;9.69;0.6460000000000001
myUSP;myUSP;spectral_12;0;1;5.31;0.3539999999999997
myUSP;myUSP;spectral_12;1;0;0.0;0.0
myUSP;myUSP;spectral_12;1;1;32.0;1.0
myUSP;myUSP;combined_12;0;0;9.18;0.612
myUSP;myUSP;combined_12;0;1;5.82;0.3879999999999997
myUSP;myUSP;combined_12;1;0;0.1;0.003125
myUSP;myUSP;combined_12;1;1;31.9;0.996875
myUSP;myUSP;sep_12_raw;0;0;9.26;0.6173333333333333
myUSP;myUSP;sep_12_raw;0;1;5.74;0.3826666666666665
myUSP;myUSP;sep_12_raw;1;0;0.13;0.0040625
myUSP;myUSP;sep_12_raw;1;1;31.87;0.9959375
myUSP;myUSP;sep_12_a01;0;0;9.39;0.6259999999999999
myUSP;myUSP;sep_12_a01;0;1;5.61;0.37399999999999983
myUSP;myUSP;sep_12_a01;1;0;0.01;0.0003125
myUSP;myUSP;sep_12_a01;1;1;31.99;0.9996875
myUSP;myUSP;sep_12_a02;0;0;9.43;0.6286666666666667
myUSP;myUSP;sep_12_a02;0;1;5.57;0.37133333333333307
myUSP;myUSP;sep_12_a02;1;0;0.27;0.0084375
myUSP;myUSP;sep_12_a02;1;1;31.73;0.9915625
myUSP;myUSP;spectral_13;0;0;8.25;0.55
myUSP;myUSP;spectral_13;0;1;6.75;0.45
myUSP;myUSP;spectral_13;1;0;0.02;0.000625
myUSP;myUSP;spectral_13;1;1;31.98;0.999375
myUSP;myUSP;combined_13;0;0;8.61;0.5740000000000002
myUSP;myUSP;combined_13;0;1;6.39;0.4259999999999997
myUSP;myUSP;combined_13;1;0;0.04;0.00125
myUSP;myUSP;combined_13;1;1;31.96;0.99875
myUSP;myUSP;sep_13_raw;0;0;8.16;0.5440000000000002
myUSP;myUSP;sep_13_raw;0;1;6.84;0.4559999999999997
myUSP;myUSP;sep_13_raw;1;0;0.06;0.001875
myUSP;myUSP;sep_13_raw;1;1;31.94;0.998125
myUSP;myUSP;sep_13_a01;0;0;8.07;0.5379999999999998
myUSP;myUSP;sep_13_a01;0;1;6.93;0.4620000000000001
myUSP;myUSP;sep_13_a01;1;0;0.02;0.000625
myUSP;myUSP;sep_13_a01;1;1;31.98;0.999375
myUSP;myUSP;sep_13_a02;0;0;8.44;0.5626666666666666
myUSP;myUSP;sep_13_a02;0;1;6.56;0.4373333333333331
myUSP;myUSP;sep_13_a02;1;0;0.23;0.0071875
myUSP;myUSP;sep_13_a02;1;1;31.77;0.9928125
myUSP;myUSP;spectral_14;0;0;7.32;0.48800000000000004
myUSP;myUSP;spectral_14;0;1;7.68;0.512
myUSP;myUSP;spectral_14;1;0;0.0;0.0
myUSP;myUSP;spectral_14;1;1;32.0;1.0
myUSP;myUSP;combined_14;0;0;7.71;0.5139999999999999
myUSP;myUSP;combined_14;0;1;7.29;0.4860000000000001
myUSP;myUSP;combined_14;1;0;0.05;0.0015625
myUSP;myUSP;combined_14;1;1;31.95;0.9984375
myUSP;myUSP;sep_14_raw;0;0;7.32;0.48799999999999977
myUSP;myUSP;sep_14_raw;0;1;7.68;0.5120000000000002
myUSP;myUSP;sep_14_raw;1;0;0.03;0.0009375
myUSP;myUSP;sep_14_raw;1;1;31.97;0.9990625
myUSP;myUSP;sep_14_a01;0;0;7.18;0.4786666666666667
myUSP;myUSP;sep_14_a01;0;1;7.82;0.5213333333333334
myUSP;myUSP;sep_14_a01;1;0;0.02;0.000625
myUSP;myUSP;sep_14_a01;1;1;31.98;0.999375
myUSP;myUSP;sep_14_a02;0;0;7.53;0.5019999999999999
myUSP;myUSP;sep_14_a02;0;1;7.47;0.4980000000000001
myUSP;myUSP;sep_14_a02;1;0;0.23;0.0071875
myUSP;myUSP;sep_14_a02;1;1;31.77;0.9928125
myUSP;myUSP;spectral_15;0;0;6.4;0.4266666666666664
myUSP;myUSP;spectral_15;0;1;8.6;0.5733333333333335
myUSP;myUSP;spectral_15;1;0;0.0;0.0
myUSP;myUSP;spectral_15;1;1;32.0;1.0
myUSP;myUSP;combined_15;0;0;6.88;0.45866666666666644
myUSP;myUSP;combined_15;0;1;8.12;0.5413333333333334
myUSP;myUSP;combined_15;1;0;0.06;0.001875
myUSP;myUSP;combined_15;1;1;31.94;0.998125
myUSP;myUSP;sep_15_raw;0;0;6.42;0.4279999999999996
myUSP;myUSP;sep_15_raw;0;1;8.58;0.5720000000000004
myUSP;myUSP;sep_15_raw;1;0;0.0;0.0
myUSP;myUSP;sep_15_raw;1;1;32.0;1.0
myUSP;myUSP;sep_15_a01;0;0;6.47;0.43133333333333307
myUSP;myUSP;sep_15_a01;0;1;8.53;0.5686666666666668
myUSP;myUSP;sep_15_a01;1;0;0.01;0.0003125
myUSP;myUSP;sep_15_a01;1;1;31.99;0.9996875
myUSP;myUSP;sep_15_a02;0;0;6.63;0.44199999999999967
myUSP;myUSP;sep_15_a02;0;1;8.37;0.5580000000000003
myUSP;myUSP;sep_15_a02;1;0;0.15;0.0046875
myUSP;myUSP;sep_15_a02;1;1;31.85;0.9953125
