train_corpus;test_corpus;features;metric;value;std
mysMEEI;mysMEEI;combined_14;f1;0.9070688847954547;0.009663632125428274
mysMEEI;mysMEEI;combined_14;auc;0.9496775793650793;0.007355458390387112
mysMEEI;mysMEEI;sep_14_raw;accuracy;0.9047826086956523;0.014753808261701864
mysMEEI;mysMEEI;sep_14_raw;precision;0.9001889699136584;0.016253265168223383
mysMEEI;mysMEEI;sep_14_raw;recall;0.9491071428571426;0.01436917583877775
mysMEEI;mysMEEI;sep_14_raw;f1;0.923890686450149;0.011651744288658037
mysMEEI;mysMEEI;sep_14_raw;auc;0.9620585317460316;0.004142084872031542
mysMEEI;mysMEEI;sep_14_a01;accuracy;0.9008695652173916;0.011633989704573598
mysMEEI;mysMEEI;sep_14_a01;precision;0.9002285263035361;0.014095078087148449
mysMEEI;mysMEEI;sep_14_a01;recall;0.9417857142857141;0.011742344444838265
mysMEEI;mysMEEI;sep_14_a01;f1;0.9204424074683792;0.009109832790511703
mysMEEI;mysMEEI;sep_14_a01;auc;0.957782738095238;0.005418744423147648
mysMEEI;mysMEEI;sep_14_a02;accuracy;0.8948913043478263;0.01239845331533237
mysMEEI;mysMEEI;sep_14_a02;precision;0.8895811815298628;0.016391076392428865
mysMEEI;mysMEEI;sep_14_a02;recall;0.9449999999999998;0.009340497736158578
mysMEEI;mysMEEI;sep_14_a02;f1;0.9163447246255845;0.009321650853062805
mysMEEI;mysMEEI;sep_14_a02;auc;0.9552579365079364;0.0057582428019569264
mysMEEI;mysMEEI;spectral_15;accuracy;0.8686956521739133;0.015727475867552965
mysMEEI;mysMEEI;spectral_15;precision;0.8507886825299785;0.015256315388836237
mysMEEI;mysMEEI;spectral_15;recall;0.9514285714285713;0.014078859531733592
mysMEEI;mysMEEI;spectral_15;f1;0.8982092774779717;0.011890969092489488
mysMEEI;mysMEEI;spectral_15;auc;0.9167956349206348;0.009677735724412752
mysMEEI;mysMEEI;combined_15;accuracy;0.8817391304347828;0.01402805722165362
mysMEEI;mysMEEI;combined_15;precision;0.8740641380707285;0.016751416904255675
mysMEEI;mysMEEI;combined_15;recall;0.9417857142857141;0.010897247358851668
mysMEEI;mysMEEI;combined_15;f1;0.9065551572238002;0.010578969042828559
mysMEEI;mysMEEI;combined_15;auc;0.949702380952381;0.007074671797374377
mysMEEI;mysMEEI;sep_15_raw;accuracy;0.9023913043478262;0.012766997269587842
mysMEEI;mysMEEI;sep_15_raw;precision;0.8960501542525604;0.014846800399727106
mysMEEI;mysMEEI;sep_15_raw;recall;0.9501785714285714;0.01412747179022749
mysMEEI;mysMEEI;sep_15_raw;f1;0.922200077539439;0.010044501357926113
mysMEEI;mysMEEI;sep_15_raw;auc;0.9616369047619047;0.004467161771981397
mysMEEI;mysMEEI;sep_15_a01;accuracy;0.8957608695652176;0.012402264413037174
mysMEEI;mysMEEI;sep_15_a01;precision;0.8917951417811295;0.015734903912043137
mysMEEI;mysMEEI;sep_15_a01;recall;0.9435714285714283;0.009689042833036083
mysMEEI;mysMEEI;sep_15_a01;f1;0.916855535637005;0.009407165860175374
mysMEEI;mysMEEI;sep_15_a01;auc;0.9561011904761904;0.005802299412900572
mysMEEI;mysMEEI;sep_15_a02;accuracy;0.8930434782608698;0.01274291381717638
mysMEEI;mysMEEI;sep_15_a02;precision;0.8864265785905077;0.017035819801910566
mysMEEI;mysMEEI;sep_15_a02;recall;0.945892857142857;0.007343173283911453
mysMEEI;mysMEEI;sep_15_a02;f1;0.9150886386856848;0.009365688664536595
mysMEEI;mysMEEI;sep_15_a02;auc;0.9538492063492063;0.006578331050151841
myUSP;myUSP;acoustic;accuracy;0.65;0.022592298491058815
myUSP;myUSP;acoustic;precision;0.6761172053168549;0.011324916079408893
myUSP;myUSP;acoustic;recall;0.9328125;0.030095875444153472
myUSP;myUSP;acoustic;f1;0.7838310149323058;0.015858502119425907
myUSP;myUSP;acoustic;auc;0.6209791666666666;0.04418263763912245
myUSP;myUSP;acoustic_balanced_weights;accuracy;0.6408510638297872;0.03960877030883437
myUSP;myUSP;acoustic_balanced_weights;precision;0.7670466705872714;0.029420681993813168
myUSP;myUSP;acoustic_balanced_weights;recall;0.67875;0.04862965915981727
myUSP;myUSP;acoustic_balanced_weights;f1;0.7194881345796635;0.035801724339118886
myUSP;myUSP;acoustic_balanced_weights;auc;0.6669999999999999;0.031936514716265185
myUSP;myUSP;spectral_paper;accuracy;0.972340425531915;0.026317695482665906
myUSP;myUSP;spectral_paper;precision;0.9767014332125811;0.022077148954967693
myUSP;myUSP;spectral_paper;recall;0.983125;0.024375
myUSP;myUSP;spectral_paper;f1;0.9797297229549344;0.019470313445496507
myUSP;myUSP;spectral_paper;auc;0.9974583333333336;0.003825399398174712
myUSP;myUSP;combined_paper;accuracy;0.9465957446808513;0.01489209718689118
myUSP;myUSP;combined_paper;precision;0.956861426168708;0.014414487421278191
myUSP;myUSP;combined_paper;recall;0.9653125;0.016473819191371503
myUSP;myUSP;combined_paper;f1;0.9609432433605821;0.010980658587270528
myUSP;myUSP;combined_paper;auc;0.9898541666666668;0.00515939508458974
myUSP;myUSP;spectral_02;accuracy;0.8574468085106385;0.02378795720744458
myUSP;myUSP;spectral_02;precision;0.9407804585930283;0.034522315400506515
myUSP;myUSP;spectral_02;recall;0.845;0.007551903733496607
myUSP;myUSP;spectral_02;f1;0.8900218668865605;0.01658283501419416
myUSP;myUSP;spectral_02;auc;0.9384791666666666;0.011860206428548278
myUSP;myUSP;combined_02;accuracy;0.8604255319148938;0.023943497696400348
myUSP;myUSP;combined_02;precision;0.936944170771757;0.027974252844134056
myUSP;myUSP;combined_02;recall;0.853125;0.020009763241977657
myUSP;myUSP;combined_02;f1;0.892800344921436;0.017925142786977787
myUSP;myUSP;combined_02;auc;0.9392083333333333;0.01671186579449863
myUSP;myUSP;sep_02_raw;accuracy;0.8587234042553193;0.03384517246833733
myUSP;myUSP;sep_02_raw;precision;0.9073473638621189;0.028936453965501117
myUSP;myUSP;sep_02_raw;recall;0.8834375;0.03640457345925097
myUSP;myUSP;sep_02_raw;f1;0.8947467099666363;0.025722694770461497
myUSP;myUSP;sep_02_raw;auc;0.9383541666666667;0.01675262987231823
myUSP;myUSP;sep_02_a01;accuracy;0.8665957446808511;0.02288693250509956
myUSP;myUSP;sep_02_a01;precision;0.924948235533469;0.030445282773101337
myUSP;myUSP;sep_02_a01;recall;0.87625;0.015258194519667126
myUSP;myUSP;sep_02_a01;f1;0.8996054952964657;0.0159911522045724
myUSP;myUSP;sep_02_a01;auc;0.9317708333333333;0.016486987187711955
myUSP;myUSP;sep_02_a02;accuracy;0.8763829787234043;0.031942541216050224
myUSP;myUSP;sep_02_a02;precision;0.9149781423591784;0.028975346814064235
myUSP;myUSP;sep_02_a02;recall;0.903125;0.03292391797766481
myUSP;myUSP;sep_02_a02;f1;0.9085828100335006;0.023972687996307623
myUSP;myUSP;sep_02_a02;auc;0.9455416666666667;0.013642318249557967
myUSP;myUSP;spectral_03;accuracy;0.8936170212765958;0.029017407865927356
myUSP;myUSP;spectral_03;precision;0.9309473814983573;0.024700289488387542
myUSP;myUSP;spectral_03;recall;0.911875;0.031055645622012108
myUSP;myUSP;spectral_03;f1;0.9209755275242122;0.02209000570290062
myUSP;myUSP;spectral_03;auc;0.9586875;0.014538786128261648
myUSP;myUSP;combined_03;accuracy;0.9117021276595745;0.028604956722869695
myUSP;myUSP;combined_03;precision;0.943524912576518;0.0303073668839497
myUSP;myUSP;combined_03;recall;0.926875;0.031936215727603044
myUSP;myUSP;combined_03;f1;0.9345730116750075;0.02134599571720507
myUSP;myUSP;combined_03;auc;0.9709583333333334;0.01303980284871414
myUSP;myUSP;sep_03_raw;accuracy;0.8885106382978724;0.033251446120146896
myUSP;myUSP;sep_03_raw;precision;0.8888487395430077;0.028031530979955952
myUSP;myUSP;sep_03_raw;recall;0.956875;0.036384448944569714
myUSP;myUSP;sep_03_raw;f1;0.9210887908430336;0.023869841219771884
myUSP;myUSP;sep_03_raw;auc;0.9560833333333335;0.01629981680196983
myUSP;myUSP;sep_03_a01;accuracy;0.8982978723404256;0.031497986167994985
myUSP;myUSP;sep_03_a01;precision;0.9108512408450739;0.0274781422361793
myUSP;myUSP;sep_03_a01;recall;0.94375;0.030618621784789725
myUSP;myUSP;sep_03_a01;f1;0.9266422094769731;0.022733220386950324
myUSP;myUSP;sep_03_a01;auc;0.9562916666666669;0.01609428599431075
myUSP;myUSP;sep_03_a02;accuracy;0.9161702127659574;0.02929996593208854
myUSP;myUSP;sep_03_a02;precision;0.9233388323804594;0.02509366186732929
myUSP;myUSP;sep_03_a02;recall;0.956875;0.028905827699617945
myUSP;myUSP;sep_03_a02;f1;0.9395123555147719;0.02143510191605754
myUSP;myUSP;sep_03_a02;auc;0.9676666666666668;0.013961380264461287
myUSP;myUSP;spectral_04;accuracy;0.9061702127659576;0.03010393945425515
myUSP;myUSP;spectral_04;precision;0.9238597873900293;0.025108716902416416
myUSP;myUSP;spectral_04;recall;0.9403125;0.03425974998084487
myUSP;myUSP;spectral_04;f1;0.9315872264478905;0.022326722192865647
myUSP;myUSP;spectral_04;auc;0.9605833333333333;0.01594717843381707
myUSP;myUSP;combined_04;accuracy;0.932340425531915;0.020269796363939684
myUSP;myUSP;combined_04;precision;0.9318116547694347;0.0220996435375191
myUSP;myUSP;combined_04;recall;0.9725;0.024717149916606486
myUSP;myUSP;combined_04;f1;0.9513724807538638;0.014765161120999203
myUSP;myUSP;combined_04;auc;0.985291666666667;0.009951357389265489
myUSP;myUSP;sep_04_raw;accuracy;0.8910638297872342;0.027786940795428944
myUSP;myUSP;sep_04_raw;precision;0.8749935047189306;0.02209202694416874
myUSP;myUSP;sep_04_raw;recall;0.980625;0.027164142265125917
myUSP;myUSP;sep_04_raw;f1;0.9245536025329778;0.01940820568123302
myUSP;myUSP;sep_04_raw;auc;0.95725;0.01885498386810944
myUSP;myUSP;sep_04_a01;accuracy;0.9004255319148936;0.02621083165010127
myUSP;myUSP;sep_04_a01;precision;0.8963923904420821;0.022081825070665594
myUSP;myUSP;sep_04_a01;recall;0.9659375;0.02763284673626661
myUSP;myUSP;sep_04_a01;f1;0.9295813365545419;0.018745230580893953
myUSP;myUSP;sep_04_a01;auc;0.9671875000000001;0.016098047565362303
myUSP;myUSP;sep_04_a02;accuracy;0.9029787234042552;0.026798377010780926
myUSP;myUSP;sep_04_a02;precision;0.9025731820098519;0.023753330329446272
myUSP;myUSP;sep_04_a02;recall;0.961875;0.02362632271429475
myUSP;myUSP;sep_04_a02;f1;0.9310606757280375;0.01897002656198147
myUSP;myUSP;sep_04_a02;auc;0.9695416666666667;0.01429105926794793
myUSP;myUSP;spectral_05;accuracy;0.8870212765957447;0.027362562443044774
myUSP;myUSP;spectral_05;precision;0.8870021701641907;0.022320634142419204
myUSP;myUSP;spectral_05;recall;0.9565625;0.03183668039777389
myUSP;myUSP;spectral_05;f1;0.9200883238382306;0.019626369443902093
myUSP;myUSP;spectral_05;auc;0.9451041666666665;0.016967020195236278
myUSP;myUSP;combined_05;accuracy;0.9180851063829788;0.024880884177715973
myUSP;myUSP;combined_05;precision;0.9152039071249223;0.020952932884355263
myUSP;myUSP;combined_05;recall;0.97;0.02611572801972022
myUSP;myUSP;combined_05;f1;0.9415592756857343;0.017997541163855553
myUSP;myUSP;combined_05;auc;0.9793333333333335;0.01335506042250985
myUSP;myUSP;sep_05_raw;accuracy;0.8657446808510639;0.024756852899848827
myUSP;myUSP;sep_05_raw;precision;0.8488986047933418;0.021202618757928438
myUSP;myUSP;sep_05_raw;recall;0.9775;0.026175489489214904
myUSP;myUSP;sep_05_raw;f1;0.9083757300074101;0.016914918013714596
myUSP;myUSP;sep_05_raw;auc;0.9524583333333334;0.019959551111073517
myUSP;myUSP;sep_05_a01;accuracy;0.8827659574468085;0.027163305741642392
myUSP;myUSP;sep_05_a01;precision;0.8731916557593802;0.027108700662997656
myUSP;myUSP;sep_05_a01;recall;0.9696875;0.022297263705441526
myUSP;myUSP;sep_05_a01;f1;0.9185785413582924;0.018266653795515037
myUSP;myUSP;sep_05_a01;auc;0.9536458333333334;0.018501536629125948
myUSP;myUSP;sep_05_a02;accuracy;0.8838297872340426;0.030599857682292415
myUSP;myUSP;sep_05_a02;precision;0.8819668204363851;0.026844234547742974
myUSP;myUSP;sep_05_a02;recall;0.9584375;0.026902239102907403
myUSP;myUSP;sep_05_a02;f1;0.9183102853437147;0.02128777110086489
myUSP;myUSP;sep_05_a02;auc;0.9618541666666667;0.01652726860793669
myUSP;myUSP;spectral_06;accuracy;0.8959574468085107;0.03376147257348925
myUSP;myUSP;spectral_06;precision;0.8970558145413458;0.02996873827564961
myUSP;myUSP;spectral_06;recall;0.958125;0.03162895232219999
myUSP;myUSP;spectral_06;f1;0.9261645323502478;0.023818685260837108
myUSP;myUSP;spectral_06;auc;0.9572916666666669;0.01677180380214895
myUSP;myUSP;combined_06;accuracy;0.9038297872340426;0.027819504899882812
myUSP;myUSP;combined_06;precision;0.8950858174791998;0.02614143329564366
myUSP;myUSP;combined_06;recall;0.97375;0.0264131832613943
myUSP;myUSP;combined_06;f1;0.9324182743951975;0.019453303420384333
myUSP;myUSP;combined_06;auc;0.9654166666666668;0.019223195624037136
myUSP;myUSP;sep_06_raw;accuracy;0.8763829787234043;0.029280646676693146
myUSP;myUSP;sep_06_raw;precision;0.8596569484071419;0.026986051073181923
myUSP;myUSP;sep_06_raw;recall;0.979375;0.024693432831423015
myUSP;myUSP;sep_06_raw;f1;0.9152774968279499;0.01954410681483247
myUSP;myUSP;sep_06_raw;auc;0.9576041666666667;0.01993125119769344
myUSP;myUSP;sep_06_a01;accuracy;0.898723404255319;0.031142424618777854
myUSP;myUSP;sep_06_a01;precision;0.891488340844765;0.030943107528478574
myUSP;myUSP;sep_06_a01;recall;0.970625;0.02492958834397391
myUSP;myUSP;sep_06_a01;f1;0.9289771800849574;0.02129022288298286
myUSP;myUSP;sep_06_a01;auc;0.9641458333333334;0.01783726348827085
myUSP;myUSP;sep_06_a02;accuracy;0.8917021276595746;0.029342423519832204
myUSP;myUSP;sep_06_a02;precision;0.8877639768339671;0.02702144648402612
myUSP;myUSP;sep_06_a02;recall;0.96375;0.028545468116673092
myUSP;myUSP;sep_06_a02;f1;0.9238021254645795;0.020368633961343904
myUSP;myUSP;sep_06_a02;auc;0.9668333333333335;0.017229254836533786
myUSP;myUSP;spectral_07;accuracy;0.9202127659574468;0.030444868130328064
myUSP;myUSP;spectral_07;precision;0.9103225426736862;0.03075150078915481
myUSP;myUSP;spectral_07;recall;0.980625;0.024913914284993434
myUSP;myUSP;spectral_07;f1;0.9437635897425956;0.021009865917386315
myUSP;myUSP;spectral_07;auc;0.9730000000000001;0.016462077633154337
myUSP;myUSP;combined_07;accuracy;0.9125531914893618;0.028209749204906317
myUSP;myUSP;combined_07;precision;0.9055753947312115;0.026931929042387035
myUSP;myUSP;combined_07;recall;0.9740625;0.028317052614105165
myUSP;myUSP;combined_07;f1;0.9381698621662703;0.019979665839902044
myUSP;myUSP;combined_07;auc;0.971625;0.015131885485072025
myUSP;myUSP;sep_07_raw;accuracy;0.8961702127659575;0.032306813440174144
myUSP;myUSP;sep_07_raw;precision;0.877380267865949;0.032383332500462755
myUSP;myUSP;sep_07_raw;recall;0.986875;0.02217649374901271
myUSP;myUSP;sep_07_raw;f1;0.9285123901443672;0.02153611013321184
myUSP;myUSP;sep_07_raw;auc;0.9672708333333333;0.020011487586300697
myUSP;myUSP;sep_07_a01;accuracy;0.9253191489361703;0.029557625695558084
myUSP;myUSP;sep_07_a01;precision;0.9111621231208517;0.03267122799091872
myUSP;myUSP;sep_07_a01;recall;0.988125;0.02155117456195833
myUSP;myUSP;sep_07_a01;f1;0.9476406677080795;0.020108639131417326
myUSP;myUSP;sep_07_a01;auc;0.9768125000000001;0.016867681025987073
myUSP;myUSP;sep_07_a02;accuracy;0.9097872340425532;0.03200271604589477
myUSP;myUSP;sep_07_a02;precision;0.8990606359257924;0.029828716036294143
myUSP;myUSP;sep_07_a02;recall;0.9784375;0.028877096785341838
myUSP;myUSP;sep_07_a02;f1;0.9366570931885972;0.022332425025042048
myUSP;myUSP;sep_07_a02;auc;0.9735;0.016635596038481925
myUSP;myUSP;spectral_08;accuracy;0.9261702127659573;0.025435100131437332
myUSP;myUSP;spectral_08;precision;0.9105811117574087;0.028605322962791682
myUSP;myUSP;spectral_08;recall;0.99;0.021596440678963744
myUSP;myUSP;spectral_08;f1;0.9482244323426804;0.017486982790246037
myUSP;myUSP;spectral_08;auc;0.9781250000000001;0.015597197486870655
myUSP;myUSP;combined_08;accuracy;0.9193617021276596;0.026454090847908722
myUSP;myUSP;combined_08;precision;0.9051660782765097;0.028148319016338186
myUSP;myUSP;combined_08;recall;0.9859375;0.021366866142464597
myUSP;myUSP;combined_08;f1;0.943477792118982;0.018149340349092408
myUSP;myUSP;combined_08;auc;0.9796666666666667;0.013160072188251857
myUSP;myUSP;sep_08_raw;accuracy;0.901063829787234;0.02969209731266567
myUSP;myUSP;sep_08_raw;precision;0.8813078590296084;0.03131583416327362
myUSP;myUSP;sep_08_raw;recall;0.989375;0.019872641369480807
myUSP;myUSP;sep_08_raw;f1;0.9318246273510394;0.019693844217889854
myUSP;myUSP;sep_08_raw;auc;0.9723958333333332;0.016578870316527074
myUSP;myUSP;sep_08_a01;accuracy;0.9253191489361703;0.026316835413204353
myUSP;myUSP;sep_08_a01;precision;0.9090584834051951;0.029742550552039112
myUSP;myUSP;sep_08_a01;recall;0.990625;0.016828640022295324
myUSP;myUSP;sep_08_a01;f1;0.9477534359024656;0.017728044006054273
myUSP;myUSP;sep_08_a01;auc;0.9819375000000002;0.015106838844083533
myUSP;myUSP;sep_08_a02;accuracy;0.9082978723404256;0.031225896091078172
myUSP;myUSP;sep_08_a02;precision;0.8962390600304313;0.030697297890978907
myUSP;myUSP;sep_08_a02;recall;0.98;0.0255868618630734
myUSP;myUSP;sep_08_a02;f1;0.9358432308837342;0.021393372561063155
myUSP;myUSP;sep_08_a02;auc;0.9765625;0.014835249759160323
myUSP;myUSP;spectral_09;accuracy;0.9253191489361702;0.021168876254187372
myUSP;myUSP;spectral_09;precision;0.9040902843054546;0.02439878542622708
myUSP;myUSP;spectral_09;recall;0.996875;0.009374999999999998
myUSP;myUSP;spectral_09;f1;0.9480238452110423;0.014110279037682093
myUSP;myUSP;spectral_09;auc;0.9843541666666666;0.014566940190986491
myUSP;myUSP;combined_09;accuracy;0.9168085106382979;0.02676034173068012
myUSP;myUSP;combined_09;precision;0.8979546375577724;0.028450953550332832
myUSP;myUSP;combined_09;recall;0.9915625;0.016450090235314824
myUSP;myUSP;combined_09;f1;0.9421590613817473;0.01803559279292193
myUSP;myUSP;combined_09;auc;0.9817083333333333;0.01383992062035682
myUSP;myUSP;sep_09_raw;accuracy;0.9057446808510639;0.02504048329268047
myUSP;myUSP;sep_09_raw;precision;0.8843892824326263;0.025570475102181724
myUSP;myUSP;sep_09_raw;recall;0.9921875;0.015546678704790937
myUSP;myUSP;sep_09_raw;f1;0.934953198136732;0.016515725449522747
myUSP;myUSP;sep_09_raw;auc;0.9771250000000002;0.012913238792460674
myUSP;myUSP;sep_09_a01;accuracy;0.9236170212765957;0.023130898792518895
myUSP;myUSP;sep_09_a01;precision;0.9023625967790054;0.026025824124057434
myUSP;myUSP;sep_09_a01;recall;0.9965625;0.010730177945868372
myUSP;myUSP;sep_09_a01;f1;0.9469055656893963;0.015403759825053605
myUSP;myUSP;sep_09_a01;auc;0.9856250000000002;0.012904900554957138
myUSP;myUSP;sep_09_a02;accuracy;0.9061702127659576;0.02554875331273954
myUSP;myUSP;sep_09_a02;precision;0.8917331699198958;0.02419233426140058
myUSP;myUSP;sep_09_a02;recall;0.9821875;0.02176535018670731
myUSP;myUSP;sep_09_a02;f1;0.9345193882455287;0.017516785974450572
myUSP;myUSP;sep_09_a02;auc;0.9796458333333333;0.012072031352354174
myUSP;myUSP;spectral_10;accuracy;0.9225531914893617;0.025268141003069847
myUSP;myUSP;spectral_10;precision;0.8996897917718352;0.028982561522941958
myUSP;myUSP;spectral_10;recall;0.99875;0.006123724356957945
myUSP;myUSP;spectral_10;f1;0.9463892532046906;0.016622206654990073
myUSP;myUSP;spectral_10;auc;0.9803333333333335;0.013923526253551333
myUSP;myUSP;combined_10;accuracy;0.9017021276595745;0.028826450305429702
myUSP;myUSP;combined_10;precision;0.8807368334860597;0.028628273567083907
myUSP;myUSP;combined_10;recall;0.9909375;0.018903021418545767
myUSP;myUSP;combined_10;f1;0.9322933292324069;0.019106915562545183
myUSP;myUSP;combined_10;auc;0.9769583333333334;0.01617187416129895
myUSP;myUSP;sep_10_raw;accuracy;0.9040425531914894;0.027163305741642406
myUSP;myUSP;sep_10_raw;precision;0.8811920532725486;0.02906948872409684
myUSP;myUSP;sep_10_raw;recall;0.994375;0.01353525489231732
myUSP;myUSP;sep_10_raw;f1;0.934072492012411;0.017668215635171493
myUSP;myUSP;sep_10_raw;auc;0.9764791666666669;0.013496061025145245
myUSP;myUSP;sep_10_a01;accuracy;0.921063829787234;0.025227798732387417
myUSP;myUSP;sep_10_a01;precision;0.8984682153443763;0.0297109926347177
myUSP;myUSP;sep_10_a01;recall;0.998125;0.008637671850678283
myUSP;myUSP;sep_10_a01;f1;0.9453842616190599;0.016547512420078837
myUSP;myUSP;sep_10_a01;auc;0.9816458333333334;0.013852819483371926
myUSP;myUSP;sep_10_a02;accuracy;0.9029787234042552;0.027955859924522288
myUSP;myUSP;sep_10_a02;precision;0.8875134149244055;0.029710001780507117
myUSP;myUSP;sep_10_a02;recall;0.9834375;0.020470539043952896
myUSP;myUSP;sep_10_a02;f1;0.9326383105012827;0.01862449098648698
myUSP;myUSP;sep_10_a02;auc;0.9785208333333334;0.013148771462468355
myUSP;myUSP;spectral_11;accuracy;0.9074468085106383;0.02828667191554965
myUSP;myUSP;spectral_11;precision;0.8814964957132141;0.03192639839512863
myUSP;myUSP;spectral_11;recall;1.0;0.0
myUSP;myUSP;spectral_11;f1;0.9367091293367982;0.01810999932509338
myUSP;myUSP;spectral_11;auc;0.9699375000000002;0.013114264789618286
myUSP;myUSP;combined_11;accuracy;0.8893617021276596;0.030537659775334736
myUSP;myUSP;combined_11;precision;0.865236733468252;0.0312380958702779
myUSP;myUSP;combined_11;recall;0.99375;0.01530931089239486
myUSP;myUSP;combined_11;f1;0.9247122267745479;0.01961090856021536
myUSP;myUSP;combined_11;auc;0.9730416666666667;0.01575038579774406
myUSP;myUSP;sep_11_raw;accuracy;0.8959574468085107;0.02884450436950369
myUSP;myUSP;sep_11_raw;precision;0.8714272844040645;0.03129046058637789
myUSP;myUSP;sep_11_raw;recall;0.995625;0.012515615246562991
myUSP;myUSP;sep_11_raw;f1;0.9290411012330354;0.01839098105238832
myUSP;myUSP;sep_11_raw;auc;0.9697916666666668;0.014171261509751973
myUSP;myUSP;sep_11_a01;accuracy;0.9061702127659576;0.02742865967672109
myUSP;myUSP;sep_11_a01;precision;0.8804220087130303;0.03097219822181291
myUSP;myUSP;sep_11_a01;recall;0.999375;0.0043749999999999995
myUSP;myUSP;sep_11_a01;f1;0.9358293611465767;0.017468551150779183
myUSP;myUSP;sep_11_a01;auc;0.9718958333333333;0.013464507742580114
myUSP;myUSP;sep_11_a02;accuracy;0.8970212765957447;0.029438690308813582
myUSP;myUSP;sep_11_a02;precision;0.8762869848148486;0.031209674218358872
myUSP;myUSP;sep_11_a02;recall;0.99;0.017611253504506715
myUSP;myUSP;sep_11_a02;f1;0.9292980753987767;0.019114585970759233
myUSP;myUSP;sep_11_a02;auc;0.9732708333333335;0.013126835189158635
myUSP;myUSP;spectral_12;accuracy;0.8870212765957447;0.03004372850452484
myUSP;myUSP;spectral_12;precision;0.8588730220952527;0.03160435453663223
myUSP;myUSP;spectral_12;recall;1.0;0.0
myUSP;myUSP;spectral_12;f1;0.9237646438974418;0.018512367491183054
myUSP;myUSP;spectral_12;auc;0.9625416666666667;0.015192571741186904
myUSP;myUSP;combined_12;accuracy;0.8740425531914895;0.028175226139994628
myUSP;myUSP;combined_12;precision;0.8466867379306403;0.028909677369994474
myUSP;myUSP;combined_12;recall;0.996875;0.010364452469860622
myUSP;myUSP;combined_12;f1;0.9153767798101895;0.017599399781022616
myUSP;myUSP;combined_12;auc;0.9677500000000001;0.015293653367764466
myUSP;myUSP;sep_12_raw;accuracy;0.8751063829787235;0.030037700771404132
myUSP;myUSP;sep_12_raw;precision;0.8484778755324325;0.030217839376247262
myUSP;myUSP;sep_12_raw;recall;0.9959375;0.011400897716846686
myUSP;myUSP;sep_12_raw;f1;0.915994400325317;0.018572118693952807
myUSP;myUSP;sep_12_raw;auc;0.96325;0.01764208195070967
myUSP;myUSP;sep_12_a01;accuracy;0.8804255319148937;0.029753780606660996
myUSP;myUSP;sep_12_a01;precision;0.8519372494367587;0.030929461104981633
myUSP;myUSP;sep_12_a01;recall;0.9996875;0.003109335740958187
myUSP;myUSP;sep_12_a01;f1;0.9196140731210963;0.018289089019592773
myUSP;myUSP;sep_12_a01;auc;0.9651875000000001;0.016148978188349178
myUSP;myUSP;sep_12_a02;accuracy;0.8757446808510639;0.029592065788448866
myUSP;myUSP;sep_12_a02;precision;0.8516866683858679;0.02936202282011727
myUSP;myUSP;sep_12_a02;recall;0.9915625;0.015845321667609023
myUSP;myUSP;sep_12_a02;f1;0.9159939739916042;0.0186811894048956
myUSP;myUSP;sep_12_a02;auc;0.9646250000000001;0.016783393329915946
myUSP;myUSP;spectral_13;accuracy;0.8559574468085107;0.02441808026299764
myUSP;myUSP;spectral_13;precision;0.826417410512404;0.02414258980834669
myUSP;myUSP;spectral_13;recall;0.999375;0.0043749999999999995
myUSP;myUSP;spectral_13;f1;0.904511810240912;0.014711544754259346
myUSP;myUSP;spectral_13;auc;0.9558958333333335;0.01775864177348281
myUSP;myUSP;combined_13;accuracy;0.8631914893617022;0.02627551897182184
myUSP;myUSP;combined_13;precision;0.8342752724017164;0.027128314613947383
myUSP;myUSP;combined_13;recall;0.99875;0.006123724356957945
myUSP;myUSP;combined_13;f1;0.9088762460349166;0.015985382190615807
myUSP;myUSP;combined_13;auc;0.9635208333333335;0.018653676190409935
myUSP;myUSP;sep_13_raw;accuracy;0.8531914893617024;0.027984992421204065
myUSP;myUSP;sep_13_raw;precision;0.8245597213783766;0.027119107144534343
myUSP;myUSP;sep_13_raw;recall;0.998125;0.007421463804398697
myUSP;myUSP;sep_13_raw;f1;0.9028105042721114;0.016514507221014777
myUSP;myUSP;sep_13_raw;auc;0.9553541666666666;0.019920098640847934
myUSP;myUSP;sep_13_a01;accuracy;0.8521276595744682;0.02663826388414663
myUSP;myUSP;sep_13_a01;precision;0.8227461432429338;0.02639139016605674
myUSP;myUSP;sep_13_a01;recall;0.999375;0.0043749999999999995
myUSP;myUSP;sep_13_a01;f1;0.9022640479817281;0.015944794619572957
myUSP;myUSP;sep_13_a01;auc;0.9587083333333334;0.01908583498886602
myUSP;myUSP;sep_13_a02;accuracy;0.8555319148936171;0.025406607396728488
myUSP;myUSP;sep_13_a02;precision;0.8295503968539911;0.024176650624912855
myUSP;myUSP;sep_13_a02;recall;0.9928125;0.013873733050264446
myUSP;myUSP;sep_13_a02;f1;0.9036404050780668;0.015737705564912892
myUSP;myUSP;sep_13_a02;auc;0.9555624999999999;0.020423160106849296
myUSP;myUSP;spectral_14;accuracy;0.8365957446808513;0.02804639498431334
myUSP;myUSP;spectral_14;precision;0.8073475815312993;0.026999262889871242
myUSP;myUSP;spectral_14;recall;1.0;0.0
myUSP;myUSP;spectral_14;f1;0.8931599711212296;0.016472495731232974
myUSP;myUSP;spectral_14;auc;0.9509375;0.01712742024665581
